1024,1.0
1032,1.0
1040,1.0
1048,1.0
1056,1.0
1064,1.0
1072,1.0
1080,1.0
1088,1.0
1096,1.0
1104,1.0
1112,1.0
1120,1.0
1128,1.0
1136,1.0
1144,1.0
1152,1.0
1160,1.0
1168,1.0
1176,1.0
1184,1.0
1192,0.99995
1200,1.0
1208,1.0
1216,1.0
1224,0.99995
1232,0.99995
1240,1.0
1248,1.0
1256,0.99995
1264,0.99995
1272,0.99995
1280,0.99995
1288,0.9997
1296,0.9998
1304,0.9997
1312,0.9996
1320,0.9997
1328,0.99885
1336,0.9987
1344,0.99785
1352,0.99745
1360,0.99755
1368,0.99525
1376,0.99285
1384,0.9925
1392,0.9906
1400,0.98845
1408,0.9857
1416,0.98365
1424,0.98005
1432,0.97525
1440,0.9678
1448,0.95875
1456,0.957
1464,0.95255
1472,0.9434
1480,0.93915
1488,0.9244
1496,0.91725
1504,0.9055
1512,0.8839
1520,0.865
1528,0.8549
1536,0.838
1544,0.82405
1552,0.75625
1560,0.76685
1568,0.75205
1576,0.7268
1584,0.69675
1592,0.6878
1600,0.64085
1608,0.6286
1616,0.57265
1624,0.5472
1632,0.5231
1640,0.5041
1648,0.4882
1656,0.4611
1664,0.44855
1672,0.40855
1680,0.38765
1688,0.36225
1696,0.3662
1704,0.3272
1712,0.28215
1720,0.30045
1728,0.2723
1736,0.24665
1744,0.2472
1752,0.21
1760,0.2086
1768,0.2008
1776,0.16775
1784,0.1631
1792,0.15085
1800,0.1409
1808,0.13105
1816,0.11805
1824,0.0994
1832,0.1098
1840,0.09465
1848,0.0836
1856,0.07795
1864,0.07805
1872,0.0716
1880,0.0622
1888,0.05515
1896,0.0572
1904,0.06145
1912,0.05105
1920,0.04305
1928,0.0508
1936,0.0411
1944,0.03995
1952,0.0379
1960,0.03595
1968,0.03415
1976,0.0325
1984,0.0303
1992,0.0244
2000,0.0229
2008,0.0259
2016,0.02475
2024,0.0229
2032,0.0193
2040,0.0187
2048,0.01575
2056,0.0198
2064,0.0158
2072,0.0141
2080,0.017
2088,0.01085
2096,0.0156
2104,0.0152
2112,0.011
2120,0.01585
2128,0.01265
2136,0.0128
2144,0.01
2152,0.01425
2160,0.01065
2168,0.00855
2176,0.00945
2184,0.00835
2192,0.0122
2200,0.00765
